level,date,purchased,review
Level 2. Rookie,Updated on 09 Jul 2020,Purchased,"The customer service is very helpful. The porting is very easy and fast, you need not to do anything. However, the data signal is very weak. Very often can't get the signal."
Level 3. Wonderkid,Updated on 08 Jul 2020,Purchased,I have been a regular subscriber of this telco. Currently I am paying $8 for the monthly 1GB plan which I think is one of the cheapest so far. But competitors are now providing better offerings. So MyRepublic may have to up its ante to retain its customer base.
Level 2. Rookie,Updated on 08 Jul 2020,Purchased,"I was formerly a StarHub customer and found the StarHub SIM plans to be quite expensive. So I decided to try out MyRepublic, and the experience has been overwhelmingly positive.  [Customer Service] The only hicccup occurred when I was signing up for 2 SIM cards and had to use different email accounts, but the MyRepublic team quickly responded to my request to bring the 2 SIM cards under 1 account and email id. The application process can be fine-tuned in this aspect, to allow a new MyRepublic user to sign up for multiple services at the same time. Overall, a great plan if you’re not a heavy data user, and with more-than-enough SMS and call-time for the average person"
Level 2. Rookie,Updated on 08 Jul 2020,Purchased,My Republic plan is really value for money! Registration was quick and SIM card was immediately activated. Network and internet speed was stable and fast comparing with the big telco companies. Customer service was also excellent. Keep it up!
Level 2. Rookie,Updated on 08 Jul 2020,Purchased,Good network. It was value for money! And easy to control own plan with a user friendly App. Very simple.
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"My republic line is awesome and meet my need. The user experience like others big service provider such as Singtel, Starhub and M1."
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"Just transferred from M1 to MyRepublic, everything has been good for my first week. No problem experienced for mobile data or voice calling. Number porting was convenient. Hope I can use this service for long. 5/5 at the moment."
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"[Customer Service] Promptly respond from Cust Service always  [Mobile App] User friendly , easy to used and switch plan for value added service most important no contract "
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"Price affordable , User friendly app  ,fast Cust Service respond from the apps , no contract , easy to switch plan"
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,[Customer Service] Friendly sales staff and very helpful.
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,[Customer Service] Need to have more product knowledge and problem solving solution at hand.
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"The ease of applying is good, just apply online in like 5 mins. I opted for delivery during the CB period and it  was delivered in like 2 to 3 weeks with no delivery charge or other extra charges. The delivery person came at like 8.30pm. Overall I am quite happy with this plan"
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,[Customer Service] customer service is always there to assist. 
Level 3. Wonderkid,Updated on 07 Jul 2020,Purchased,"This is the first time the network give me problems ever since I bought it, I can't even send whatsapp cause the coverage is terrible and until now it's already 2 week yet no resolution. The customer service line or chat is impossible to get thru and offer no solutions at all. They expect me to pay for a network that I cannot use and I had to suggest that they send me a new SIM and yet that has to be escalated to the management, if I don't get a respond by this week I am done with My Republic,they had never disappoint me before but after the switch of partner network their coverage is terrible."
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,Mobile App is user friendly too
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"Fantastic experience changing to MyRepublic. Customer service has been helpful and very prompt when questions, port in was extremely easy and delivery done on time. And the price is excellent!! Only thing that is not 5+ starts is the network, have problems staying connected in certain areas, but since everything else is very satisfying, I'm not complaining. Changed 3 phone lines, and we are all very happy. Thank you!"
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,I was using Gomo service rating Good
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"Number porting over is hassle free, customer support is good, most important, the signal is good in my house area (east side)."
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,Satisfied with the customer service.Great improvement on CS since I signed up with MyRepublic.Good work!!!!
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,[Customer Service] service counter staff at JCube was very patient and helpful.
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,i have been using my republic for quite sometime and find that its service have no disruption at all  times. from wifi to mobile. been using it for more than 3yrs. good choice of telco. would recommend to anyone i  know
