,post_title,post_username,post,reply to
983,"SAF IPPT, IPT & RT Questions...",reddevil0728,try to call ns hotline ask?,ujung99 wrote: I just recently injured my ankle during football and I have an IPPT scheduled on 23 Jan. How do I inform them that I can do my IPPT on that day?
984,"SAF IPPT, IPT & RT Questions...",Nikolas Polyzoidis,Hey I applied for a deferment because I am studying abroad now and it is going to end on the 30th of June. Does anyone have any idea when it is possible for me to be enlisted? Also when does the the enlistment date milestone in NS portal activate?,NIL
985,"SAF IPPT, IPT & RT Questions...",reddevil0728,Have you gone through medical checkup?,Nikolas Polyzoidis wrote: Hey I applied for a deferment because I am studying abroad now and it is going to end on the 30th of June. Does anyone have any idea when it is possible for me to be enlisted? Also when does the the enlistment date milestone in NS portal activate?
986,"SAF IPPT, IPT & RT Questions...",Zink00,"is it possible to take RT-IPPT before the 8th session, ie 6th or 7th? because due to work and the 1 day compulsory rest between RT, was also my fault for procrastinating. I don't have time to complete 8 sessions before my window close.",NIL
987,"SAF IPPT, IPT & RT Questions...",RocketBunny,No  But I think someone mentioned here like possible. But can't rmb if same situation,"Zink00 wrote: is it possible to take RT-IPPT before the 8th session, ie 6th or 7th? because due to work and the 1 day compulsory rest between RT, was also my fault for procrastinating. I don't have time to complete 8 sessions before my window close."
988,"SAF IPPT, IPT & RT Questions...",TKR1992,"Yes, I was able to chill for the past one year due to doing this from 2 years ago. Will repeat the same strategy this year.","Calander wrote: fair enough. but still, considering in just having to do 10x IPTs rather than 20x IPPT or RTs...  20x IPPTs still worthy in your opinion?"
989,"SAF IPPT, IPT & RT Questions...",Nikolas Polyzoidis,Yeah I have already completed the medical checkup. I did it in July 2018.,reddevil0728 wrote: Have you gone through medical checkup?
990,"SAF IPPT, IPT & RT Questions...",Fattyboiboi,I am already in RT and during my recent Ict ippt I still failed. Will that be counted as one session to my RT?,NIL
991,"SAF IPPT, IPT & RT Questions...",RocketBunny,Nope..  10char,Fattyboiboi wrote: I am already in RT and during my recent Ict ippt I still failed. Will that be counted as one session to my RT?
992,"SAF IPPT, IPT & RT Questions...",Calander,"ok. just take note that your unit may contact u or charge u for being a defaulter, with the possibility of no RT sessions for u in the next window as u would have already 20-20 RT","TKR1992 wrote: Yes, I was able to chill for the past one year due to doing this from 2 years ago. Will repeat the same strategy this year."
993,"SAF IPPT, IPT & RT Questions...",Calander,"No. Once u are in RT, u can either take IPPT on ICT-IPPT or RT-IPPT. And the good thing about ICT-IPPT is only if u pass, then u are cleared.  Otherwise, stick back to your 20-D RT sessions",Fattyboiboi wrote: I am already in RT and during my recent Ict ippt I still failed. Will that be counted as one session to my RT?
994,"SAF IPPT, IPT & RT Questions...",tsipacse,Hi i took IPPT this morning and achieved a pass (first time in this window) Can i check how many times i am allowed to repeat IPPT to try to get silver and eligible for the top up? I remembered last time it was up to 3 tries.,NIL
995,"SAF IPPT, IPT & RT Questions...",RocketBunny,First 3 is paid iirc,tsipacse wrote: Hi i took IPPT this morning and achieved a pass (first time in this window) Can i check how many times i am allowed to repeat IPPT to try to get silver and eligible for the top up? I remembered last time it was up to 3 tries.
996,"SAF IPPT, IPT & RT Questions...",Calander,"only first 3 IPPT of any kind (non-ICT IPPT, IPT-IPPT, RT-IPPT inclusive) will have 1/2-day service pay.  u can participate in more than 3 IPPTs, and should u obtain the higher award, u will be paid the difference in that amount.",tsipacse wrote: Hi i took IPPT this morning and achieved a pass (first time in this window) Can i check how many times i am allowed to repeat IPPT to try to get silver and eligible for the top up? I remembered last time it was up to 3 tries.
997,"SAF IPPT, IPT & RT Questions...",chrischoo,"From the McDonalds's, cross the bridge, and then turn left. The IPT session begins at the first shelter you come across. It's roughly a 2-minute walk from the McDonald's.","Calander wrote: in order to avoid confusion.. perhaps u should mention the correct name which is Bishan Park, not AMK..  if u do not know the meeting point, just wait at Macdonals and look towards the park. When the timing of the session starts, just look facing the park. u should be seeing the flag of IPT"
998,"SAF IPPT, IPT & RT Questions...",TKR1992,"haha no la, never get charged. Let me go find the quote.  Edit: found it.  Quote: In the event that D is more than 20, it will be capped at 20. You will not have to take RT but must attempt at least 1 IPPT (i.e. Non-ICT IPPT or ICT IPPT) in your IPPT Window. Please take note of this.","Calander wrote: ok. just take note that your unit may contact u or charge u for being a defaulter, with the possibility of no RT sessions for u in the next window as u would have already 20-20 RT"
999,"SAF IPPT, IPT & RT Questions...",RocketBunny,So you mean whack 20ippt+1 ippt? Clear Liao? For 2 years,NIL
1000,"SAF IPPT, IPT & RT Questions...",TKR1992,"Yes, but 10 IPT + 10 IPT is more appropriate for most people. You also get more paid sessions than 20 IPPT + 1 IPPT.  In fact I don't think anyone else will bother. It's only for people like me, my job is those kind when busy, is busy until 7 day workweek, but when free, is really do nothing to do kind.  I just wanted to dispell the misconception that you will become a defaulter for doing 20 IPPT because you cannot do RT in the following year.",RocketBunny wrote: So you mean whack 20ippt+1 ippt? Clear Liao? For 2 years
1001,"SAF IPPT, IPT & RT Questions...",RocketBunny,I see. Thanks bro,"TKR1992 wrote: Yes, but 10 IPT + 10 IPT is more appropriate for most people. You also get more paid sessions than 20 IPPT + 1 IPPT.  In fact I don't think anyone else will bother. It's only for people like me, my job is those kind when busy, is busy until 7 day workweek, but when free, is really do nothing to do kind.  I just wanted to dispell the misconception that you will become a defaulter for doing 20 IPPT because you cannot do RT in the following year."
1002,"SAF IPPT, IPT & RT Questions...",mephotis,"Hi guys, if i went to do IPPT but i fallout during the 2.4KM, does it count as an attempt? Or do i need to walk finish the 2.4KM.",NIL
1003,"SAF IPPT, IPT & RT Questions...",Mistake,"Can I ask, are our unit commanders allowed to informally ask us to do something (like stay-in) if we did not clear our IPPT? For my case they kept asking us to stay in, even asking us to stay in on the nights we are off duty/on dismount (shift system, next day standby) and weekends (essentially, stay in camp everyday). However, I don't see how just staying in would help us improve our IPPT score.",NIL
1004,"SAF IPPT, IPT & RT Questions...",hacktic,u already put it - informally  never pass IPPT = confinement......quite normal at least during my time as a trainee,"Mistake wrote: Can I ask, are our unit commanders allowed to informally ask us to do something (like stay-in) if we did not clear our IPPT? For my case they kept asking us to stay in, even asking us to stay in on the nights we are off duty/on dismount (shift system, next day standby) and weekends (essentially, stay in camp everyday). However, I don't see how just staying in would help us improve our IPPT score."
1005,"SAF IPPT, IPT & RT Questions...",WiNdZ_HbK,"Hey guys, can I ask how’s the ict Ippt in Changi Airbase like? Report 7.45am outside pass office? Heard there is a bus? If I wear no 4 in, can I change my attire at the ippt venue? Sorry noob here, pls help!",NIL
1006,"SAF IPPT, IPT & RT Questions...",dreadwingsg,Count as attempt...doesn't matter u pass or fail...they just need to record ur attendance to prove effort u attend ippt,"mephotis wrote: Hi guys, if i went to do IPPT but i fallout during the 2.4KM, does it count as an attempt? Or do i need to walk finish the 2.4KM."
1007,"SAF IPPT, IPT & RT Questions...",Weiquanpoo,"I would like to ask about IPT. Is it confirm that I only need to attend 10 sessions of IPT and it would be considered clear regardless of my first and last ippt score?  Because I am lacking the ability to do many pushups and I forsee I am gonna get 40+ points. if my first session and last session Ippt (a day before my birthday) score are 40+, does it mean it's cleared?  Or it depends on the Personal Performance Target (PPT) Level and it will be considered as I failed, hence required to RT...",NIL
1008,"SAF IPPT, IPT & RT Questions...",Calander,yes.. IPT is basically about clocking attendance,"Weiquanpoo wrote: I would like to ask about IPT. Is it confirm that I only need to attend 10 sessions of IPT and it would be considered clear regardless of my first and last ippt score?  Because I am lacking the ability to do many pushups and I forsee I am gonna get 40+ points. if my first session and last session Ippt (a day before my birthday) score are 40+, does it mean it's cleared?  Or it depends on the Personal Performance Target (PPT) Level and it will be considered as I failed, hence required to RT..."
1009,"SAF IPPT, IPT & RT Questions...",Weiquanpoo,Alright great! IPPT is such a burden haha,Calander wrote: yes.. IPT is basically about clocking attendance
1010,"SAF IPPT, IPT & RT Questions...",Teflon Kor Kor,"There's a safety timeout in place. There's no physical exercises allowed in IPT or RT. Go there, clock attendance then can leave. IPPT seems to be cancelled till further notice",NIL
1011,"SAF IPPT, IPT & RT Questions...",justme, really bro? when u go ? what time your session & what time u leave?,"Teflon Kor Kor wrote: There's a safety timeout in place. There's no physical exercises allowed in IPT or RT. Go there, clock attendance then can leave. IPPT seems to be cancelled till further notice"
1012,"SAF IPPT, IPT & RT Questions...",Teflon Kor Kor,"Went Maju yesterday, 7pm session. In pro and out pro completed in about 25min.",justme wrote: really bro? when u go ? what time your session & what time u leave?
1013,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,So did the instructor said the safety timeout will be until when?,"Teflon Kor Kor wrote: There's a safety timeout in place. There's no physical exercises allowed in IPT or RT. Go there, clock attendance then can leave. IPPT seems to be cancelled till further notice"
1014,"SAF IPPT, IPT & RT Questions...",justme, bro this one not up to those instructor to say leh is CDF say,Chao_Ah_Tiong wrote: So did the instructor said the safety timeout will be until when?
1015,"SAF IPPT, IPT & RT Questions...",justme,wah swee do what in the 25min?  I think they cancel all IPPT. those window closing one cham..,"Teflon Kor Kor wrote: Went Maju yesterday, 7pm session. In pro and out pro completed in about 25min."
1016,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,"Those who can't complete IPPT requirement in time will be granted extension, depending on individual's circumstances. That was according to my reservist officer who forwarded the NSAD message to us during last November's safety timeout. Dunno will my IPT-IPPT next Thursday will be affected or not......",justme wrote: wah swee do what in the 25min?  I think they cancel all IPPT. those window closing one cham..
